Unnamed: 0,sentence,label,classification
586,"The Jeffersonians ' `` democracy , '' the Federalists argued , was in fact an aristocracy , imposed on honest farmers , merchants , mechanics , and the rest of the decent majority by self-serving adventurers who stirred up the mob in order to upset the harmonious natural order of things .",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
880,It is both ironic and tragic that changes to U.S. trade policy that favor the developing world are often opposed by farm interests on the grounds that they hurt U.S. producers .,Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3688,"According to its leaders , as well as its many advocates in the press , academe , and the United Nations , Hezbollah ( in Arabic , the Party of God -- sometimes spelled Hizbullah or Hizb ` Allah ) is not a terrorist group at all , but instead a social welfare , charitable organization , providing food , schooling , and medical care to the poor and downtrodden .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2538,"We see this when people are shocked to learn that a neighbor is a serial killer or child molester and say that `` he seemed so normal , '' or when there is a heinous crime in a neighborhood and residents just ca n't believe that `` it '' could happen in their little Mayberry .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2953,"He has also betrayed an alarming ignorance of basic economics , cajoling businesses to step up and hire more people , as if their hiring decisions are purely a matter of personal whim and their failure to create jobs stems from just plain selfishness .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
675,"They are vilified , and in many states there are explicit attempts to undermine them , but there is no recognition of the important role that they can play in countervailing other special interests and in defending the basic social protections that are necessary if workers are to accept change and to adjust to the changing economic environment .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1821,"Now payback has come with the horrifying revelations that people working for Murdoch 's News of the World hacked the cell phone messages not only of showbiz celebs , but of a girl who had been abducted -- and brutally murdered -- in a way that gave her parents false hope that she might still be alive .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
895,"Indeed , middle-class working families are discovering that they need many of the same things as the working poor , such as a wage floor that keeps them from falling into poverty if their luck turns bad , affordable health care and child care , and effective training to get the next job or to upgrade their skills .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1503,"Most of the right-wing commentary purporting to prove that the rich bear the overwhelming burden of government relies upon the simple trick of citing only the income tax , which is progressive , while ignoring more regressive levies .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
310,"One must examine the decoupling of financial services from the rest of the economy -- the way in which trading poorly priced derivatives became a world unto itself , permitted by weak-minded regulators and politicians during the Clinton and Bush administrations , and perpetrated by a few vicious and intelligent bankers and many more or less able yet eagerly compromised ones .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1143,"Actually , it is not such good news for skeptics either , as colder weather is much more dangerous and uncomfortable than warmer weather for many reasons .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1117,It was because an unregulated mortgage industry created opportunities for people to capitalize on the bundled Wall Street securitizations that caused a huge negative effect .,Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4071,"Losers come to Las Vegas in hopes of feeling like winners , if only for an evening , and winners come to Las Vegas because they can afford to lose once in a while .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4322,"No study is perfect ; each one is subject to criticism both illegitimate and legitimate-and so if you wish , you can make any scientific stance , even the most strongly established , appear weak and dubious .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
391,"It is often asserted that the world has made a great deal of progress since 1776 , that we have had new thoughts and new experiences which have given us great advance over the people of that day , and that we may therefore very well discard their conclusions for something more modern .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1362,"His National Center for Neighborhood Enterprise has initiated a project using market-based solutions and public-private partnerships to help Lowndes residents improve sanitary conditions , reduce their living expenses , create economic development programs that will result in jobs , and improve facilities for education and job training .",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3784,"Research on chronic disease and the effects of prevention indicates that nearly 60 percent of the chronic disease burden in the U.S. is accounted for by elevated blood pressure , high blood cholesterol , tobacco use , excessive alcohol consumption , low fruit and vegetable intake , and inadequate exercise .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4033,"Although he regards himself to this day as a true free trader , he argues convincingly that the world economy has changed in ways that render the classical case for free trade inapplicable .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1444,But this problem will not be solved by cutting the program in order to create new unfunded liabilities for young people .,Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3530,"( When Americans were asked in 2005 , for example , whether they were `` more concerned with the opportunity to make money in the future , or the stability of knowing that your present sources of income are protected , '' 62 percent favored stability and just 29 percent favored opportunity .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1209,"What is clear about Xybernaut , Christian says , is this : `` Their stock was manipulated both up and down to allow offshore companies , including hedge funds and financial investment funds , to make millions of dollars at the expense of poor innocent investors who paid for their shares with their hard-earned money that ultimately , because of such manipulation , became worthless .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2182,"Just as Alan Greenspan did n't really fix the problem of the dot-com crash by inflating the housing bubble , neither has Ben Bernanke solved the problem of the housing crash by creating more than $ 1 trillion out of thin air with which to buy government debt and `` toxic '' derivative assets .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1343,"Today , however , the Right advocates a curious combination of supply - and demand-side measures : deficit reduction , it is somehow argued , will restore confidence in the country and its economy , and thus be positive ; and tax reductions will improve the efficiency of the economy and put money in the hands of those who can spend it well .",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2078,"In part , this can be blamed on Dems ' talent for picking the wrong battles . ''",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3095,"In the area of pollution control alone , the treaty presents serious threats to national sovereignty , creating , in essence , a global Environmental Protection Agency .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3744,"I hope that the outcome encourages those pessimistic about the readiness of Americans everywhere to listen to calm reason , accept the need for tradeoffs , and set our nation back on the course of greatness of which we are fully capable .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3018,"With regard to the costs associated with this realignment , the Heritage Foundation 's analysis reports that all additional funding needed to sustain a nationalized healthcare system would come from state coffers , regardless of hollow promises of reimbursement and economic incentives and stimuli made by President Obama and leaders in Congress .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1501,"The House Democratic leadership believes it needs to win over public opinion with a massive public-education campaign that makes privatization politically unpalatable for many Republicans to support , either because it is fiscally outrageous or because it contains needless benefit cuts ( or both ) .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2790,"Radical feminist insistence upon seeing slights , harassment , and male victimization of women everywhere has made campuses , workplaces , and society less comfortable places .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3822,"When that broke in 2007 , the virtuous circle turned into a vicious circle of falling housing prices , reinforcing declines in mortgage credit and rising rates of home foreclosures that further depressed housing prices .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
564,"And despite predictions that soaking the rich would sap their entrepreneurial energies and cause them to report less income , the highest revenue growth came from those same rich who were supposed to be adversely affected .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2329,The same exalted estimate of worker creativity and revolutionary fervor found in his writings of 1902 led Lenin in 1917 to believe that the dire economic crisis of that year could be easily solved simply by letting the workers smash the repressive state and forcing the capitalists to do their proper job .,Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
61,"It is easy to imagine con-sumer-friendly disclosure of the central features of a variety of credit card and mortgage agreements , allowing people to make informed comparisons and to choose the plan that is best for them .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1805,"Though energy required to produce hydrogen disqualifies it as a bona fide energy source , hydrogen could be produced for the purpose of storing energy .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4282,"-- extend the time you have to pay , or reduce your principal .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2647,"Yes , there are those who may abuse their moral freedom just as there are those that abuse their economic freedom , but in the absence of government safety nets , they will be forced to take responsibility for those actions .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3630,"State-run consortiums and legal restrictions hindered the formation of European companies , diminished wealth creation , and suppressed economic dynamism , as the economies were designed to funnel as much state revenue as possible through a few favored hands .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4194,"Besides providing the fictitious appearance of a genuine free market to attract Western capital and technology , the KGB-Mafia also provides an efficient means for dealing with political undesirables : when a foreign or domestic `` troublemaker '' needs to be liquidated , it can be done with the blame falling on unidentified criminal elements , rather than the State , or communist officials .",Neutral,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3726,"In this country , the beneficiaries of Apple 's success are , first , the designers , who have done wonders working with Steve Jobs to produce products that are beautiful and effective .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2049,"Time magazine called it `` The Pill that Changes Everything , '' The New York Times Magazine dubbed it a `` little white bombshell , '' and anti-abortion leaders said over and over that this drug was dangerous because it would make having an abortion `` as trivial as taking aspirin .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2781,"The critical challenge of the 1930s was to revive private-sector growth and employment , which makes everything else possible , not to do costly , socially worthwhile things that increase burdens on the private sector and make recovery more difficult .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2656,"America will create opportunities for all if we keep taxes on income and savings low , have common sense , predictable regulation , and reduce the cost and inefficiency of a runaway litigation system that rewards a handful of lawyers at the expense of the common good .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1473,"Being a greedy bastard is the easiest money , the most direct route to a bigger house , vacations , good schools for the kids , and lots of support to take care of your parents as they get older .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2823,"In the real world , the attempt to plan economic systems produces inefficiency and waste ; the attempt to redistribute wealth diminishes well-being and individual liberty ; the attempt to unify society crushes its freedom ; the ambition to make people equal establishes new forms of tyranny and submerges human individuality in totalitarian designs .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2616,"The IMF conditions forced the government to cut spending on social services , relax price controls , cut subsidies , deregulate and privatize industries , target inflation , and liberalize capital flows .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4145,"Even if genuine intelligence had conclusively shown that Iraq was indeed involved in the 9\/11 attacks and\/or was planning an attack on the U.S. , the president is constitutionally required to obtain a declaration of war from Congress before starting hostilities .",Neutral,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4158,"The judge made this order despite finding that the child `` is generally likable and well liked , social and interactive with her peers , academically promising , and intellectually at or superior to grade level .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2867,Whether Reagan himself was the Cold War figure of legend may also be questioned -- his detestation of nuclear war and readiness to abandon the U.S. nuclear force at Reykjavik suggest that he was not as hawkish as his liberal detractors depicted .,Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2827,"To the extent that the sluggishness of the economy since 2007 reflects widespread doubts about its long-term prospects , the 2009 stimulus package may have been worse than useless because it confirmed investors ' growing fears about U.S. profligacy and fecklessness .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2582,"For those unaware , the Tea Party Review is the recently launched magazine whose mission , according to editor Steve Allen ( not the Steve Allen who created The Tonight Show in 1953 ) , is to `` provide balance to the conversation '' by challenging the `` Obamaites '' who `` try to punish media organizations for doing their jobs .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3217,"The slanders and lies political elites have directed toward the Tea Party not only have had little effect , but simply make it more attractive to countless Americans fed up with the condescending attitudes of those elites .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
762,"At the risk of boring you with more economics than you bargained for when you decided to come here today , I want to take the time to explain this particular failing of markets because it is terribly important and not well understood even among leftists who are critical of markets for other reasons . ''",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3536,"Attempting to put a conservative spin on the Massachusetts election outcome , Republican news outlets like Fox have pushed the talking point that the loss of Massachusetts for the Democrats represents a retreat by independent voters from support for Democratic proposals for health care , economic stimulus , bank regulation , and the like .",Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3680,"In every crisis , society is suffocated beneath the weight of its own productive forces and products , which it can not use , and stands helpless , face-to-face with the absurd contradiction that the producers have nothing to consume , because consumers are wanting .",Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1350,"Unlike carbon monoxide-the key ingredient in nasty brown smog , the pollutant that helped kill Londoners breathing coal fumes-carbon dioxide , ironically , is essentially nontoxic .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
573,"Abstract : Democrats have been stumbling on education policy for years , fracturing the progressive coalition , tainting the party brand , creating undeserved political opportunities for Republicans , and , worst of all , standing in the way of school reforms that primarily benefit low-income and minority children .",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1669,"A 2009 report from the Department of Homeland Security on `` Right-Wing Extremism '' warned of `` hate-oriented '' people and organizations that `` are mainly anti-government , rejecting federal authority in favor of state or local authority | Janet Napolitano , meet Thomas Jefferson | or rejecting government authority entirely '' ( like the infamous terrorist Henry David Thoreau ) .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2121,"This new aggressive civic participation fortified Perry and urged state legislators to finally activate the Louisiana Housing Trust Fund , which was enacted in 2003 to create housing for low-to moderateincome families .",Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
979,"Right now , the forces with the power to control the uses and prices of energy , and dominate the government in their favor , are in the lead .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1066,"By the same token , the cut in the estate tax may have discouraged spending ; the rich could now safely stow away more money for their children and grandchildren , and they had less incentive to give away money to charities that would have spent the money on good causes .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
800,"But as it 's taken more extreme positions on a range of hot-button issues , from flirting with climate change denial to fighting health care reform , its reputation as a predictable pro-business group is crumbling .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
102,"Because it would not be worthwhile to bring a case for $ 30.22 , the arbitration clause would , as a practical matter , deny the Concepcions any relief and , more important , eliminate a class action that might punish AT&T for its pattern of fraudulent behavior .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3638,"Of course , that creates a problem for the masses who theoretically support themselves by working to produce new things of value to be bought and sold .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3203,"The president denies any such motive or outcome under his plan to manage health care , based on the best knowledge of the brightest health care planners , from the top down .",Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3633,"He was n't asking for foreign aid ; he merely hoped to persuade President Carter to call off the economic sanctions and diplomatic pressure being applied by the U.S. State Department , the UN , and Britain in an attempt to force Rhodesia to accept rule by the Mugabe \/ Nkomo terrorist forces .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3694,"These attacks went well beyond the usual claim that religion is a comforting , harmless delusion in which the weak or the intellectually deficient choose to take refuge .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1691,"Taxing the rich should also have become more politically attractive , as raising rates at the top allows Congress to raise more money without making any new enemies .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1355,"It is really just a prescription for sowing more racial resentment , creating greater racial antagonism , and throwing more obstacles in the path of African-American progress .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2713,"Religious reasons , in other words , can not be a permissible justification for action , and liberal scholars have spent many agonized words over the supremely condescending question of how to allow religious people into public life while leaving their faith behind .",Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
263,"But if they are to successfully champion the hopes of the elderly and preserve the integrity of Medicare , Democrats must unite behind strategies for using government clout to control rapidly rising pharmaceutical costs and promoting efficiency with equity in health care .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2756,"Despite the paucity of evidence backing the contention that human greenhouse gases produce extraordinary harmful global warming , government is both actively trying to boost green energy and green jobs and penalize `` dirty '' energy with regulations .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2907,"The Left tends to divide the world into rich and poor , strong and weak , and favorite and underdog rather than good and evil or right and wrong .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
722,"But to most people , environmental issues seem like a choice between cute animals living the way God intended and greedy capitalists destroying them .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2706,"But like other recent tax policy attempts to jump-start the housing market , it is likely that such changes would have unintended consequences and end up becoming different means of creating similar distortions in economic decision making .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4023,"Leuchtenburg 's verdict on the cause of the divorce seems the most balanced : Race played the dominant role in the critical period , but differences over taxes , spending , and the overall reach of government-sometimes intersecting with race , at other points operating independently-exacerbated the tension .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
664,"Public schools will get better and actually provide an education for the children who attend them , when , as occurred with the Southern freedom movement , the people at the bottom , those who have been written off as apathetic , too ignorant or hopeless , begin to make demands .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2451,"Because most of us deeply appreciate and exercise our freedom to go about our own business , we will take a lot of punches , abuse , disrespect , and challenges from our own leadership or from abroad .",Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
775,"The top 1 percent ( everyone today making more than about $ 352,000 ) have doubled their income share since 1979 ; the top 0.1 percent ( everyone today making more than about $ 1.5 million ) have tripled their share ; and the top 0.01 percent ( everyone today making more than about $ 7.9 million ) have more than tripled their share .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1325,"Using charts # 3 and # 4 , one can conclude that the current United States economy would lose nearly two full percentage points of growth every year when compared with the 1982-83 recovery , about one percent based upon the added level of government debt and another percent based upon lowered savings rates .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
92,"When eyewitnesses are confronted by a stressful situation - as a victim of rape , for example , or as a witness to a crime that involves a gun - the odds of a correct identification are no better than flipping a coin .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3520,The terrorist watch list has been a joke in part because numerous agencies used different software and created incompatible systems for identifying suspects .,Conservative,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
782,"Instead , the decay is being used as the pretext to funnel more and more taxpayer dollars to fewer and fewer defense mega-corporations .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1892,"In those societies the wealthy and elites tended to have a reasonable amount of freedom , and freedom diminished as one went down the social pecking order and as the political ideas became more threatening to those in power .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
814,"Lawyers for the government argued both that guns contribute to violent crime , which has a harmful effect on interstate commerce , and that guns in a school zone pose a threat to the learning environment , resulting in a less productive citizenry .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
446,"Some of the explosion of consumer debt was the result of overspending and poor financial planning , but much of it simply reflected the reality that families were taking on more risk -- shouldering a precarious burden of mortgage , credit card , and tuition-related debt -- without much higher earnings or a better public safety net to cushion the blow .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
461,"Members of the Creative Class are drawn to such locations as `` BosWash , '' Silicon Valley , Seattle , and Austin for the high density of other members of the Creative Class ; for their toleration of lifestyle choices including ( and perhaps especially ) sexual openness ; and their highly developed technological infrastructures , as well as industries that create or employ cutting-edge technologies .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
905,"Though largely focused on health care and the Employee Free Choice Act for the past year , organized labor is beginning to tell a broader story about how productive , jobs - and goods-producing American businesses have suffered in an economy dominated by finance .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
308,"`` This cleverly-written section does n't directly assault free speech , but it creates a climate of fear that chills free speech .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
926,"`` He is the only Muslim member of congress , '' Tea Party Nation leader Judson Phillips , a Tennessee attorney , wrote in an e-mail to supporters in which he urged them to help defeat Rep. Keith Ellison ( D-Minn . )",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1269,"It implied that the expenditure of enough money would solve all educational problems , even though a generation of studies had already shown , beyond a reasonable doubt , that family background was the decisive variable in predicting students ' success or failure .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1568,But Molyneux suggests a plausible way to fight this battle : by arguing that the Republicans ' plan would cut taxes for the wealthy and reduce spending on popular government programs .,Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3759,"To work well , such weapons must be dispersed in low-altitude aerosol clouds , and that process destroys 90 percent of the micro-organisms .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3746,"Since most politicians are only too eager to claim credit for any positive development , this is n't usually an issue ; indeed , some political scientists try to explain everything politicians do as driven by efforts to take credit and avoid blame .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
4068,"They both rejected a common moral code for political life : Machiavelli because he believed good men can learn how not to be good ( and be rewarded for it ) , Weber because he placed moral judgment in the hands of the ruler rather than those of the community .",Neutral,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1315,"It 's not hard to imagine conservatives attacking cuts to Medicare or Social Security ( or , alternatively , tax increases ) when the goal is something as abstract as deficit reduction and Democrats ca n't deflect the abuse with a benefit like health care .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1625,"Republicans have long denounced federal funding for child care as a threat to the American family , as Richard Nixon argued in his veto of a 1971 bill to establish a national child-care system .",Liberal,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2769,"The May 6 Racine County Journal-Times , reporting on a recent attack by four teenaged assailants on a 42-year-old victim , pointed out the unintended consequences of having too many gun-control laws on the books .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
14,Inevitably this forced them to cut some $ 270 billion out of the Medicare budget over a five-year span in order to finance a tax cut of roughly equal size .,Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
59,"Or worse , they hold the view -- inherited from poststructuralists or the cultural Marxists of the Frankfurt School -- that pop culture is actively deceptive , giving people a false sense of satisfaction while `` producing forms of debased entertainment to numb the American people into submission to their capitalist masters .",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
3152,"Of course , proponents of universal healthcare are n't so crass as to admit that they 're against giving care to certain groups of people , but that is how universal healthcare lowers the cost of care .",Conservative,"ChatCompletionMessage(content='Conservative', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1621,"Instead , they are funded , and in some cases were created , by money flowing from pedigreed `` establishment '' sources , primarily the large tax-exempt charitable foundations , like the Ford Foundation and others .",Liberal,"ChatCompletionMessage(content='Neutral', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
2359,Decades of deindustrialization and outsourcing for the sake of short-term profit have even begun to cut into the mainstay of our national security : our defense sector .,Conservative,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
1676,"The union wage premium has diminished , and unions have had to fight defensive battles to slow the decline in health care and pension coverage , and to shift the costs and risks of these benefit plans from employers to workers . ''",Liberal,"ChatCompletionMessage(content='Liberal', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None)"
